0,22-11-2022 02:03,7.0
1,18-11-2022 13:37,6.9
2,12-11-2022 07:09,7.0
3,11-11-2022 10:48,7.3
4,09-11-2022 10:14,6.6
5,09-11-2022 09:51,7.0
6,09-11-2022 09:38,6.8
7,20-10-2022 11:57,6.7
8,22-09-2022 06:16,6.8
9,19-09-2022 18:05,7.6
10,18-09-2022 06:44,6.9
11,17-09-2022 13:41,6.5
12,14-09-2022 11:04,7.0
13,10-09-2022 23:47,7.6
14,05-09-2022 04:52,6.6
15,14-08-2022 13:44,6.6
16,27-07-2022 00:43,7.0
17,08-06-2022 00:55,6.5
18,26-05-2022 12:02,7.2
19,19-05-2022 10:13,6.9
20,10-05-2022 23:06,6.8
21,21-04-2022 07:42,6.6
22,31-03-2022 05:44,7.0
23,30-03-2022 20:56,6.9
24,22-03-2022 17:41,6.7
25,16-03-2022 14:36,7.3
26,13-03-2022 21:09,6.7
27,02-03-2022 12:52,6.6
28,16-02-2022 20:21,6.8
29,03-02-2022 15:58,6.5
30,29-01-2022 02:46,6.5
31,14-01-2022 09:05,6.6
32,11-01-2022 12:39,6.5
33,11-01-2022 12:39,6.5
34,11-01-2022 12:39,6.6
35,11-01-2022 11:35,6.7
36,11-01-2022 11:35,6.7
37,11-01-2022 11:35,6.8
38,11-01-2022 01:07,6.6
39,07-01-2022 17:45,6.6
40,29-12-2021 18:25,7.3
41,14-12-2021 03:20,7.3
42,28-11-2021 10:52,7.5
43,10-11-2021 15:45,6.6
44,11-10-2021 09:10,6.9
45,09-10-2021 10:58,6.9
46,02-10-2021 06:29,7.3
47,22-09-2021 09:57,6.5
48,08-09-2021 01:47,7.0
49,22-08-2021 21:33,7.1
50,22-08-2021 00:45,6.6
51,18-08-2021 10:10,6.9
52,16-08-2021 11:10,6.9
53,14-08-2021 12:29,7.2
54,14-08-2021 11:57,6.9
55,14-08-2021 11:57,6.9
56,12-08-2021 18:35,8.1
57,12-08-2021 18:32,7.5
58,11-08-2021 17:46,7.1
59,29-07-2021 06:15,8.2
60,29-07-2021 06:15,8.2
61,23-07-2021 20:48,6.7
62,21-07-2021 21:15,6.7
63,20-06-2021 17:05,6.5
64,21-05-2021 22:13,6.5
65,21-05-2021 18:04,7.3
66,14-05-2021 06:33,6.7
67,12-05-2021 14:05,6.7
68,01-05-2021 01:27,6.9
69,25-04-2021 22:28,6.5
70,24-04-2021 00:23,6.5
71,20-03-2021 09:09,7.0
72,16-03-2021 18:38,6.6
73,04-03-2021 23:12,6.5
74,04-03-2021 19:28,8.1
75,04-03-2021 17:41,7.4
76,04-03-2021 13:27,7.3
77,13-02-2021 14:07,7.1
78,10-02-2021 13:19,7.7
79,23-01-2021 23:36,6.9
80,21-01-2021 12:23,7.0
81,11-01-2021 21:32,6.7
82,27-12-2020 21:39,6.7
83,30-10-2020 11:51,7.0
84,19-10-2020 20:54,7.6
85,18-09-2020 21:43,6.9
86,01-09-2020 21:09,6.5
87,01-09-2020 04:09,6.8
88,30-08-2020 21:20,6.5
89,21-08-2020 04:09,6.9
90,18-08-2020 22:29,6.9
91,18-08-2020 22:23,6.8
92,18-08-2020 00:03,6.6
93,22-07-2020 06:12,7.8
94,17-07-2020 02:50,7.0
95,06-07-2020 22:54,6.6
96,23-06-2020 15:29,7.4
97,18-06-2020 12:49,7.4
98,13-06-2020 15:51,6.6
99,03-06-2020 07:35,6.8
100,15-05-2020 11:03,6.5
101,12-05-2020 22:41,6.6
102,06-05-2020 13:53,6.8
103,02-05-2020 12:51,6.5
104,31-03-2020 23:52,6.5
105,25-03-2020 02:49,7.5
106,13-02-2020 10:33,7.0
107,28-01-2020 19:10,7.7
108,24-01-2020 17:55,6.7
109,15-12-2019 06:11,6.8
110,14-11-2019 16:17,7.1
111,08-11-2019 10:44,6.5
112,04-11-2019 22:43,6.6
113,31-10-2019 01:11,6.5
114,29-10-2019 01:04,6.6
115,29-09-2019 15:57,6.7
116,25-09-2019 23:46,6.5
117,01-09-2019 15:54,6.6
118,27-08-2019 23:55,6.6
119,02-08-2019 12:03,6.9
120,01-08-2019 18:28,6.8
121,31-07-2019 15:02,6.6
122,14-07-2019 09:10,7.2
123,14-07-2019 05:39,6.6
124,07-07-2019 15:08,6.9
125,06-07-2019 03:19,7.1
126,24-06-2019 02:53,7.3
127,15-06-2019 22:55,7.3
128,30-05-2019 09:03,6.6
129,26-05-2019 07:41,8.0
130,14-05-2019 12:58,7.6
131,06-05-2019 21:19,7.1
132,12-04-2019 11:40,6.8
133,09-04-2019 17:53,6.5
134,01-03-2019 08:50,7.0
135,22-02-2019 10:17,7.5
136,01-02-2019 16:14,6.7
137,22-01-2019 19:01,6.7
138,20-01-2019 01:32,6.7
139,15-01-2019 18:06,6.6
140,06-01-2019 17:27,6.6
141,05-01-2019 19:25,6.8
142,29-12-2018 03:39,7.0
143,20-12-2018 17:01,7.3
144,11-12-2018 02:26,7.1
145,05-12-2018 06:43,6.6
146,05-12-2018 04:18,7.5
147,30-11-2018 17:29,7.1
148,18-11-2018 20:25,6.8
149,09-11-2018 01:49,6.7
150,25-10-2018 22:54,6.8
151,22-10-2018 06:22,6.5
152,22-10-2018 06:16,6.8
153,22-10-2018 05:39,6.5
154,16-10-2018 01:03,6.5
155,13-10-2018 11:10,6.7
156,10-10-2018 23:16,6.5
157,10-10-2018 20:48,7.0
